employee_id,age,experience_years,role,work_hours_per_day,days_worked_per_week,overtime_hours,lunch_break_minutes,coffee_breaks_per_day,punctuality_score,attendance_rate,late_arrivals,biometric_match_score,emails_sent,emails_received,email_response_time,after_hours_emails,meetings_per_week,meeting_hours,meeting_acceptance_rate,declined_meetings,focus_time_hours,messages_sent,messages_received,after_hours_messages,response_time_minutes,reactions_given,status_available_percentage,status_busy_percentage,status_away_percentage,commits_per_week,prs_created,prs_reviewed,code_review_time_hours,pr_merge_rate,avg_pr_size_lines,github_pr_merge_time,tasks_assigned,tasks_completed_per_week,task_completion_rate,overdue_tasks,avg_task_completion_time,hours_logged,projects_active,context_switches_per_day,bugs_reported,bugs_fixed,document_edits,shared_files,work_pattern_consistency,after_hours_activity_ratio,communication_balance,meeting_to_work_ratio,code_commit_consistency,task_velocity,collaboration_score,peer_interaction_frequency,message_after_hours_ratio,email_after_hours_ratio,weekend_work_hours,daily_active_hours,work_life_balance_score,days_off_taken,sick_days,tools_used,tool_switch_frequency,training_hours,documentation_contributions,team_size,one_on_ones_conducted,deliverables_completed,quality_score,average_email_length,average_message_length,sentiment_email_score,sentiment_chat_score,voluntary_contributions,initiative_score,unique_contacts_per_week,cross_team_interactions,code_review_comments_received,refactoring_commits,blocked_time_hours,dependency_wait_time_hours,new_ideas_proposed,experiments_run,avg_first_response_time_hours,response_rate,meeting_preparation_score,meeting_participation_score,interruptions_per_day,deep_work_blocks,concurrent_tasks,task_switching_rate,urgent_tasks_percentage,tasks_completed_early,mentor_hours_per_week,knowledge_base_contributions,process_compliance_score,documentation_quality_score,morning_productivity_score,afternoon_productivity_score,informal_chats_per_week,team_engagement_score,self_directed_work_percentage,decision_making_authority_score,feedback_received_count,feedback_given_count,new_technologies_learned,skill_utilization_score,burnout_risk_score,wellbeing_score,efficiency_score
EMP178,40,18,Developer,8.82,5,4.16,30,3,70.37,94.17,2,88.16,18,21,48.0,2,6,4.52,66.52,2,7.41,21,27,2,2.37,9,68.07,15.91,16.02,18,2,4,4.42,79.31,83,2.09,9,7,77.78,0,4.98,45.33,1,2.89,4,2,1,1,63.01,0.1,1.11,0.5125,0.78,0.1588,4.67,6.8,0.0909,0.1053,0.0,9.65,86.8,0,1,5,71.34,0.12,2,0,0,8.0,30.56,218.75,20.66,52.31,59.03,3,40.45,6,1,4,4,0.47,1.9,0,1,16.61,90.32,43.62,72.67,1,3,1,0.3274,29.75,2,0.04,0,72.97,65.89,63.25,25.91,8,69.6,64.3,46.28,3,0,0,84.08,0.3207,83.78,72.23
EMP179,30,2,Designer,7.96,5,4.18,30,1,59.23,96.55,4,87.75,22,22,8.07,1,5,5.51,70.11,1,6.36,17,37,4,38.8,8,80.85,23.02,-3.86,0,0,1,0.5,0.0,0,0.0,1,0,0.0,0,2.54,35.1,2,7.69,5,5,7,3,75.21,0.125,0.74,0.6926,0.0,0.0,4.0,5.2,0.2222,0.0435,0.0,8.8,93.62,1,0,6,67.97,0.55,0,5,5,0.0,85.64,55.98,40.74,61.79,49.12,1,57.93,1,0,0,0,0.61,1.64,0,0,5.11,49.53,72.56,39.47,2,3,1,0.966,34.56,0,0.0,0,86.78,79.69,60.33,55.18,5,83.01,33.08,51.2,1,0,0,49.69,0.2892,88.9,0.0
EMP180,45,15,Tech Lead,8.09,5,0.28,45,2,77.91,96.17,2,90.89,11,14,38.35,2,8,7.35,80.14,1,5.87,23,53,5,5.09,11,72.42,11.79,15.78,7,1,4,1.41,87.49,147,4.69,2,1,50.0,0,12.84,40.33,1,4.47,1,0,5,0,93.39,0.2,1.92,0.909,0.99,0.0247,5.0,7.6,0.2083,0.1667,0.0,8.14,98.87,0,1,5,25.94,0.0,0,0,0,1.5,52.29,90.09,42.0,59.76,59.88,1,43.33,6,2,2,0,1.0,4.55,2,1,13.37,78.26,71.67,74.89,3,2,2,0.5534,27.26,0,0.01,0,56.34,72.6,75.48,54.58,0,76.08,59.65,35.29,1,2,0,73.83,0.2219,95.02,40.92
EMP181,45,16,Developer,8.54,5,3.77,30,1,90.14,87.45,0,90.24,31,23,48.0,4,3,3.9,59.91,1,7.26,26,40,6,3.45,11,53.47,22.13,24.4,7,1,3,2.38,80.78,93,13.5,1,1,100.0,0,12.83,35.78,3,8.14,1,1,10,4,39.39,0.1724,0.81,0.4573,0.92,0.0234,6.0,8.0,0.2222,0.125,0.0,9.29,89.66,2,0,7,78.7,1.02,1,0,0,1.5,82.72,294.81,46.04,73.05,73.8,2,34.98,1,0,3,1,1.2,1.62,1,0,21.72,91.63,23.94,55.17,2,3,3,0.9531,18.56,0,0.05,2,91.13,73.62,88.41,64.24,1,54.89,56.5,28.62,0,2,2,87.83,0.1946,80.28,61.05
EMP182,35,12,Developer,8.67,5,0.85,30,1,85.43,93.52,1,88.91,22,22,5.25,4,1,1.42,71.03,0,7.89,48,57,6,5.67,13,73.38,13.25,13.37,6,1,3,2.49,85.44,74,4.22,7,6,85.71,0,30.0,33.39,2,6.09,0,0,1,5,74.19,0.1408,2.09,0.164,0.65,0.1384,7.0,12.8,0.1224,0.1739,0.0,8.84,93.25,0,1,6,55.26,0.78,2,3,3,6.5,71.51,160.1,47.92,83.5,31.54,0,29.13,6,1,3,1,0.22,0.41,2,1,2.2,90.8,53.93,67.49,3,3,1,0.702,29.09,2,0.13,1,81.21,75.37,51.68,56.59,1,47.61,51.69,99.05,1,3,0,70.88,0.3019,71.04,75.37
EMP183,30,8,Senior Developer,7.37,5,1.72,60,1,70.81,98.23,2,89.41,53,14,20.1,6,4,4.45,93.9,0,5.48,5,8,1,4.59,1,54.59,22.95,22.46,9,2,3,2.82,47.78,82,6.48,5,3,60.0,0,4.55,30.51,2,9.83,2,2,1,2,78.43,0.1186,0.09,0.6034,0.64,0.0814,2.0,1.8,0.1667,0.1111,0.0,7.71,100.0,3,0,3,32.16,0.84,3,0,0,4.0,94.99,233.94,21.57,49.43,71.12,0,51.15,1,0,14,1,0.34,0.3,1,0,7.03,54.92,76.85,62.72,0,2,2,1.3341,26.99,0,0.16,0,52.79,59.28,73.45,65.11,2,83.39,40.99,42.86,1,0,0,58.63,0.2025,81.7,60.6
EMP184,30,8,Developer,6.93,5,12.46,30,1,92.94,94.07,0,89.87,11,88,24.34,1,2,2.84,60.8,0,5.87,26,62,7,19.39,11,53.91,24.34,21.75,4,1,12,3.66,84.31,34,2.96,4,3,75.0,0,12.3,26.25,1,4.12,1,1,5,1,68.64,0.2105,2.17,0.4093,0.72,0.0865,8.0,9.8,0.2593,0.0833,5.66,9.43,88.59,0,1,3,18.05,0.11,0,0,0,3.5,87.36,76.38,32.36,84.67,59.55,0,71.01,3,1,3,0,0.18,5.39,1,1,10.44,80.21,52.83,30.6,3,2,2,0.5938,39.89,0,0.49,0,82.28,68.35,86.79,41.14,5,93.38,42.91,59.06,1,2,0,39.78,0.2999,80.84,59.94
EMP185,32,6,Senior Developer,8.81,5,2.42,45,2,57.89,68.62,4,94.87,33,19,15.5,8,9,9.35,88.5,1,6.2,36,62,8,1.59,9,59.31,12.68,28.01,19,2,2,1.55,87.84,100,4.52,1,1,100.0,0,5.73,31.01,4,9.67,1,0,1,2,41.53,0.2286,1.06,1.0602,0.96,0.0227,4.33,9.4,0.2162,0.2353,0.0,9.3,89.62,0,0,5,51.03,0.1,0,0,0,2.0,92.83,273.22,23.51,66.21,64.05,2,76.74,8,1,6,3,0.26,0.3,0,0,8.14,96.41,52.69,52.84,4,3,2,1.0968,28.81,0,0.3,0,32.76,48.42,61.57,56.85,4,72.92,60.88,60.57,0,1,0,74.56,0.55,71.36,62.15
EMP186,52,2,Developer,6.12,5,1.29,60,1,95.41,77.29,0,98.97,13,50,18.93,0,4,5.48,80.62,0,4.02,17,29,4,2.62,11,58.65,25.58,15.76,4,1,4,4.64,60.77,286,11.23,1,0,0.0,0,30.0,23.16,1,2.04,3,2,2,3,56.09,0.129,1.21,0.8951,0.65,0.0,6.0,6.4,0.2222,0.0,0.0,6.38,100.0,0,0,5,52.74,0.01,1,0,0,0.5,86.23,182.41,49.62,64.32,83.47,1,48.85,3,1,2,1,0.8,4.07,3,0,7.18,77.82,25.8,50.63,1,2,2,0.3327,18.54,0,0.0,0,63.38,86.37,40.35,56.24,5,58.71,34.4,85.53,1,0,0,66.75,0.2264,76.67,29.27
EMP187,38,12,Tech Lead,7.36,5,4.91,30,2,88.61,99.41,1,92.57,0,17,19.3,0,2,1.56,57.63,0,6.55,52,98,16,5.34,34,68.61,11.37,20.02,1,1,6,6.65,73.46,381,4.93,3,2,66.67,0,13.67,31.78,1,2.11,0,0,3,3,68.45,0.3019,52.0,0.2118,0.99,0.0543,14.33,18.4,0.3019,0.0,0.0,8.34,97.25,2,1,4,48.1,0.23,0,0,0,2.5,97.4,128.1,31.4,48.21,54.29,1,85.26,16,4,3,0,0.11,2.46,2,0,12.15,75.34,59.73,32.98,6,3,4,0.2867,21.02,0,0.72,0,77.39,80.66,37.1,67.77,2,51.48,72.74,25.65,0,0,0,90.85,0.0548,85.51,58.98
EMP188,35,12,Developer,9.58,5,5.01,30,2,70.33,87.79,2,96.43,10,24,6.17,1,4,2.12,79.75,0,8.66,22,40,7,8.36,9,54.99,15.79,29.23,4,1,4,1.93,72.47,231,20.11,5,3,60.0,0,16.9,39.11,1,3.65,1,1,4,0,85.29,0.2424,2.0,0.2209,0.89,0.0626,4.33,7.0,0.3043,0.0909,1.55,10.58,79.33,0,0,4,58.07,0.1,2,0,0,3.5,53.36,217.62,48.28,75.83,86.85,1,60.17,15,6,4,0,0.43,0.82,2,1,4.16,62.37,38.58,80.87,1,4,2,0.3805,15.99,1,0.0,1,88.46,66.01,78.46,26.84,2,90.05,75.74,55.63,0,0,0,57.27,0.263,90.77,54.65
EMP189,38,4,Manager,7.91,6,8.6,45,1,75.05,95.99,2,98.38,38,58,48.0,3,4,3.84,85.55,0,6.52,26,47,7,3.89,12,76.37,16.59,7.04,0,0,1,0.5,0.0,0,0.0,4,3,75.0,0,23.12,45.6,3,6.83,1,1,2,1,62.42,0.1538,0.67,0.4859,0.0,0.0632,4.67,6.5,0.2593,0.0769,4.87,9.34,89.27,0,0,6,46.44,0.01,0,0,0,3.0,91.04,250.53,32.37,79.62,64.38,0,41.65,13,4,0,0,0.14,0.19,1,0,21.8,89.71,47.47,76.05,2,3,2,0.8639,31.3,0,0.01,0,90.14,64.84,80.84,52.19,3,48.22,44.59,62.81,1,2,0,78.78,0.3379,75.64,0.0
EMP190,40,6,Senior Developer,7.92,5,2.99,30,2,54.88,99.98,4,95.31,2,8,6.95,0,4,2.35,98.74,0,6.95,12,27,2,2.22,6,76.03,14.54,9.42,20,3,0,0.0,64.91,168,1.55,2,1,50.0,0,24.13,34.34,1,2.35,3,2,7,2,75.37,0.1333,4.0,0.2966,0.68,0.0252,2.67,3.6,0.1538,0.0,0.0,8.52,95.84,1,0,4,30.15,0.04,0,5,5,2.5,93.24,292.56,42.61,78.47,64.46,2,70.08,1,0,12,3,1.17,2.82,0,0,4.18,38.26,27.96,50.76,2,3,3,0.2972,22.24,0,0.3,1,66.0,52.17,39.71,54.03,4,84.65,32.11,77.87,2,0,0,72.57,0.0534,88.19,63.83
EMP191,28,2,Developer,8.43,5,0.96,45,2,96.96,86.55,0,92.1,15,20,12.23,2,6,4.28,90.36,0,6.83,26,36,8,9.1,7,78.86,26.9,-5.76,9,1,1,0.89,67.43,179,19.68,6,5,83.33,0,17.26,33.11,1,4.86,1,0,1,3,75.79,0.2381,1.62,0.5077,0.91,0.1186,3.67,6.8,0.2963,0.125,0.0,8.62,95.02,1,0,4,21.76,0.12,2,0,0,5.5,68.5,156.75,44.22,68.36,38.73,4,52.47,1,0,4,2,0.49,0.95,0,2,6.68,93.03,18.0,35.65,2,3,3,0.5764,10.74,1,0.0,0,50.94,65.91,93.37,80.46,2,62.28,70.47,78.58,5,0,0,76.86,0.1469,90.4,68.52
EMP192,42,5,Developer,7.07,5,1.37,30,1,93.29,96.43,0,86.8,25,37,42.6,6,2,2.36,79.98,0,6.09,45,76,4,17.75,13,66.37,23.88,9.75,11,2,0,0.0,74.4,53,9.06,2,2,100.0,0,26.31,30.73,1,2.4,2,2,6,0,52.33,0.1408,1.73,0.3342,0.81,0.0566,4.33,11.6,0.087,0.2308,0.0,7.34,100.0,1,1,5,63.6,1.04,1,0,0,3.0,70.48,129.85,11.24,37.63,82.41,2,58.88,25,6,13,1,0.34,4.65,1,0,12.83,96.49,77.37,91.63,4,3,2,0.3397,18.85,1,0.4,0,58.49,67.56,55.89,31.08,2,41.0,45.49,67.81,2,1,0,71.36,0.1252,85.52,68.24
EMP193,38,14,Developer,10.81,5,10.15,60,3,85.5,82.6,1,86.17,42,16,10.81,3,9,10.66,73.21,2,7.68,14,30,3,30.94,7,59.59,15.97,24.44,2,1,7,6.0,87.07,20,16.01,3,3,100.0,0,18.64,42.06,1,4.51,2,1,0,3,47.03,0.1053,0.33,0.9861,0.77,0.0555,5.67,5.6,0.2,0.0698,4.84,12.84,61.29,1,0,5,45.71,0.49,1,0,0,3.5,72.15,53.14,21.4,77.55,59.09,0,86.1,1,0,4,0,0.23,1.33,1,0,7.26,72.21,71.4,32.6,1,3,2,0.4177,34.45,0,0.69,0,80.45,37.17,74.18,66.28,0,63.86,65.48,95.84,1,1,0,41.7,0.6465,59.91,51.19
EMP194,38,13,Tech Lead,9.72,5,1.3,45,0,73.87,98.18,2,87.58,5,21,3.2,1,6,5.95,58.45,2,7.78,23,49,5,68.65,6,52.29,16.1,31.61,2,1,2,2.46,91.63,110,13.93,2,1,50.0,0,17.87,49.77,2,5.58,1,1,3,0,75.15,0.2069,3.83,0.6115,0.64,0.0206,2.67,6.2,0.2083,0.1667,0.0,9.98,84.13,0,0,5,60.91,0.09,0,0,0,1.5,94.74,185.33,35.9,72.78,69.25,3,50.58,1,0,6,0,0.17,3.67,2,0,2.05,62.18,54.28,68.65,3,3,4,0.5741,10.48,0,0.08,0,95.65,74.14,80.88,59.55,0,79.0,59.94,36.55,0,1,0,52.48,0.3837,81.18,47.59
EMP195,42,19,Senior Developer,6.0,6,3.98,45,1,77.74,87.29,2,85.26,15,20,18.16,3,1,1.16,92.38,0,5.06,23,44,7,24.85,7,55.23,12.91,31.86,17,2,0,0.0,79.39,352,1.9,4,3,75.0,0,17.76,38.45,3,6.1,0,0,2,0,83.83,0.2564,1.44,0.193,0.88,0.0833,2.33,5.0,0.2917,0.1875,0.0,6.66,100.0,0,1,7,98.11,0.11,1,3,3,4.0,86.57,94.96,11.22,58.88,42.87,1,24.38,7,1,5,4,0.12,1.46,0,1,12.66,91.24,59.11,54.93,2,2,1,1.0162,23.67,1,0.44,0,70.67,67.45,86.14,40.78,3,51.83,51.29,59.9,3,1,0,46.94,0.0409,85.28,72.98
EMP196,30,5,Tech Lead,8.21,5,1.72,45,2,50.63,96.3,4,86.63,17,57,7.65,5,1,1.04,64.27,0,7.25,63,135,6,10.47,19,72.31,18.98,8.72,5,1,6,4.81,91.17,190,2.96,11,9,81.82,0,21.15,43.05,3,12.34,1,1,1,5,61.46,0.1358,3.5,0.127,0.73,0.2192,10.0,17.6,0.0938,0.2778,0.0,8.56,95.55,2,1,4,27.02,0.66,0,0,0,9.5,93.07,164.82,47.35,50.98,79.84,2,67.51,9,2,6,1,0.75,0.41,1,1,2.75,94.56,50.19,72.84,9,3,4,1.5031,22.53,3,1.14,1,44.75,81.16,85.94,40.2,7,72.26,45.7,50.57,0,0,1,84.07,0.1498,93.64,86.74
EMP197,35,11,Developer,6.0,5,0.79,45,1,50.75,96.38,4,89.43,25,29,3.03,3,3,4.28,88.72,0,4.39,18,35,5,6.34,5,82.29,10.34,7.37,8,1,3,3.06,80.26,48,33.39,4,3,75.0,0,6.98,25.59,2,4.39,1,1,9,1,86.74,0.1818,0.69,0.7133,0.95,0.1,3.0,5.2,0.2632,0.1154,0.0,6.16,100.0,0,0,5,28.94,0.38,0,0,0,3.5,87.49,241.71,39.83,89.8,46.86,1,50.29,0,0,4,1,0.5,0.1,2,1,1.18,97.49,56.0,69.78,2,2,1,0.7322,39.45,1,0.06,1,64.99,74.26,62.76,38.72,6,87.82,64.33,87.41,2,1,0,59.49,0.274,90.21,63.09
EMP198,50,10,Senior Developer,8.77,5,9.75,45,1,88.37,90.68,1,95.77,6,21,8.7,1,15,21.86,93.97,0,3.64,18,39,6,14.48,10,68.18,20.1,11.72,3,1,8,11.93,82.19,20,34.71,1,0,0.0,0,30.0,43.49,1,3.35,0,0,2,2,80.32,0.28,2.57,2.4934,0.72,0.0,6.67,7.2,0.3158,0.1429,3.1,10.72,78.26,0,0,5,29.6,0.0,1,0,0,0.5,96.55,194.83,17.31,61.12,44.49,0,24.18,1,0,2,0,0.11,4.97,0,1,4.05,92.32,57.44,71.39,2,1,4,0.3824,34.6,0,0.59,0,88.44,54.52,64.33,60.92,6,96.84,65.46,89.8,2,0,0,50.36,1.0,61.88,8.35
EMP199,42,9,Tech Lead,8.49,6,4.74,30,2,74.1,92.77,2,98.04,20,40,43.4,5,12,15.79,92.35,0,5.35,10,13,2,10.26,2,77.35,19.98,2.67,16,3,10,6.26,94.81,45,3.03,1,0,0.0,0,10.03,52.83,3,10.37,0,0,9,5,78.57,0.2258,0.48,1.8608,0.7,0.0,5.67,3.67,0.1818,0.2381,0.0,9.28,89.8,1,0,4,38.31,0.62,2,5,5,1.5,90.88,168.83,22.65,50.29,50.3,2,39.31,6,2,20,2,0.0,4.29,0,0,21.25,92.04,61.96,77.55,0,2,2,1.2227,19.05,0,0.14,0,80.38,35.45,79.72,34.5,5,80.34,47.49,54.38,0,1,1,39.03,0.7885,62.85,27.23
EMP200,28,6,Manager,8.1,5,2.5,45,1,74.67,92.03,2,96.91,19,5,11.24,2,7,7.78,40.9,4,5.8,35,73,10,12.61,25,59.84,18.64,21.52,0,0,1,0.5,0.0,0,0.0,6,6,100.0,0,20.61,29.32,1,3.05,3,4,4,2,74.31,0.2182,1.75,0.9595,0.0,0.1481,9.33,12.2,0.2778,0.1,0.0,8.6,95.16,0,2,5,55.09,0.85,2,0,0,6.0,67.4,61.01,48.72,51.71,92.75,3,77.75,7,3,0,0,0.88,2.3,1,1,6.67,90.47,81.2,36.89,3,2,2,0.3768,34.87,3,0.1,0,80.45,68.28,63.85,40.05,1,51.61,76.51,77.51,1,0,0,69.13,0.353,71.83,0.0
EMP201,30,7,Tech Lead,7.67,5,1.28,45,3,76.7,91.45,2,99.2,9,18,8.44,1,5,4.08,95.77,0,6.1,45,55,14,7.48,10,65.41,11.69,22.91,2,1,5,3.5,73.94,68,2.65,3,1,33.33,0,30.0,32.85,2,8.56,0,0,1,4,75.51,0.2727,4.5,0.5321,0.67,0.0261,6.33,12.0,0.3043,0.1,0.0,7.92,100.0,0,0,4,56.38,0.09,2,0,0,1.5,63.55,257.53,32.77,94.08,36.3,0,53.14,4,1,6,0,0.68,1.99,1,1,4.98,91.93,41.88,38.42,3,3,2,1.1159,20.55,0,0.26,1,85.12,46.74,84.21,32.07,6,87.55,42.02,50.05,0,0,0,84.08,0.0408,89.7,40.87
EMP202,28,4,Senior Developer,9.98,6,4.07,30,2,83.27,91.23,1,98.53,9,14,10.8,0,6,8.13,75.77,1,8.12,40,51,7,1.0,12,76.79,20.02,3.19,6,1,4,4.84,81.66,399,10.89,4,2,50.0,0,5.09,63.76,2,4.82,2,1,2,2,45.31,0.14,4.0,0.8152,0.97,0.0334,6.0,9.33,0.1707,0.0,0.0,10.66,78.76,0,0,5,42.84,0.26,1,0,0,2.5,71.48,288.26,17.5,55.14,53.11,2,74.3,5,1,2,1,0.19,0.54,3,0,4.37,71.82,65.21,53.66,2,4,2,0.4831,19.36,1,0.16,2,86.36,60.61,32.57,52.8,1,82.17,67.78,39.36,0,2,0,72.05,0.6005,71.23,45.99
EMP203,42,16,Senior Developer,7.25,5,2.08,45,2,58.46,88.2,4,95.74,13,14,5.73,2,1,1.03,67.39,0,6.3,26,51,4,2.11,7,72.89,28.95,-1.84,9,1,4,1.4,79.99,384,13.18,6,3,50.0,1,30.0,29.53,3,6.4,1,1,10,1,66.62,0.15,1.86,0.1414,0.73,0.0827,4.0,7.4,0.1481,0.1429,0.0,7.67,100.0,0,1,4,49.68,0.48,2,0,0,3.5,58.5,163.81,13.43,62.97,77.47,1,55.66,3,0,7,2,0.16,1.77,0,0,1.91,90.94,40.08,63.82,2,3,2,0.8825,21.35,1,0.02,0,84.18,59.0,60.6,65.67,5,58.66,70.14,71.01,0,2,0,77.67,0.1251,85.99,60.12
EMP204,35,11,Developer,8.09,5,14.16,60,2,81.25,92.63,1,86.28,33,14,3.7,8,6,3.96,54.8,2,6.3,37,74,5,51.97,23,60.53,15.45,24.02,7,1,3,1.83,65.72,770,6.91,5,5,100.0,0,22.29,37.48,1,3.86,1,1,4,1,73.88,0.1831,1.09,0.4896,0.85,0.1236,9.0,12.6,0.1316,0.2353,3.46,10.92,76.63,0,1,4,30.13,0.69,1,0,0,5.5,80.32,194.09,36.93,51.78,68.54,0,59.74,5,1,7,1,0.13,0.49,1,1,1.5,83.12,56.56,38.93,3,3,1,0.4772,19.3,1,0.07,1,34.18,91.1,58.22,67.12,5,69.88,45.96,56.45,0,4,1,48.38,0.6641,67.65,68.8
EMP205,30,7,Manager,8.62,5,0.69,45,3,91.99,99.4,0,86.06,20,45,6.42,1,7,6.18,46.68,3,6.63,33,57,4,3.9,16,66.87,19.96,13.17,0,0,0,0.0,0.0,0,0.0,4,3,75.0,0,5.88,41.63,2,5.36,4,3,4,0,70.92,0.0926,1.57,0.7173,0.0,0.0696,5.33,9.8,0.1176,0.0476,0.0,8.76,93.96,1,0,5,74.65,1.17,1,0,0,3.0,93.54,226.42,44.88,84.18,82.01,2,38.52,1,0,0,0,0.61,1.09,0,1,2.3,80.62,58.8,27.79,3,3,2,0.6221,11.46,1,0.06,0,91.47,35.76,74.14,44.17,1,56.36,49.25,32.37,1,0,1,80.73,0.2459,74.85,6.78
EMP206,30,2,Designer,9.06,5,14.52,45,1,96.01,91.26,0,97.32,30,17,48.0,4,3,2.1,91.74,0,7.89,34,42,4,2.02,16,50.9,21.61,27.49,0,0,1,0.5,0.0,0,0.0,1,1,100.0,0,30.0,49.22,3,12.0,1,0,2,3,74.71,0.1231,1.1,0.2321,0.0,0.0221,6.67,10.2,0.1143,0.129,5.54,11.96,68.31,1,0,5,52.93,0.08,1,3,3,1.0,78.92,245.81,29.88,80.63,62.48,4,45.98,10,3,0,0,0.41,0.46,1,0,33.54,73.03,88.42,69.96,2,3,2,1.3253,10.1,0,0.0,0,79.3,72.28,63.88,48.24,0,87.71,44.65,48.07,1,0,1,75.49,0.4339,74.7,7.79
EMP207,25,1,Senior Developer,7.0,5,0.17,45,1,79.12,94.34,2,90.83,20,22,6.88,1,0,0.0,68.37,0,6.25,63,92,10,2.9,13,80.54,23.85,-4.4,1,1,0,0.0,67.79,117,8.38,5,3,60.0,0,30.0,30.17,3,14.21,2,1,3,1,81.79,0.131,3.0,0.0,0.7,0.0857,4.67,15.2,0.1562,0.0476,0.0,7.04,100.0,0,0,4,37.37,0.04,1,0,0,3.5,89.48,173.59,41.51,77.71,86.15,0,53.49,6,2,3,0,1.17,4.76,1,2,4.61,84.5,71.5,66.07,7,3,1,2.0286,20.72,1,0.0,3,41.31,73.51,48.11,38.76,3,75.01,79.39,71.2,2,1,0,65.01,0.0304,87.9,64.57
EMP208,42,5,Developer,8.34,5,5.71,45,0,92.92,79.42,0,92.54,6,30,4.49,0,2,2.02,68.73,0,7.19,49,89,9,5.03,14,65.34,18.87,15.78,9,1,4,3.96,89.1,22,10.35,7,5,71.43,0,9.75,30.13,1,4.19,4,2,1,4,90.87,0.1607,7.0,0.2425,0.63,0.1198,7.33,13.4,0.18,0.0,1.69,9.49,88.11,1,0,3,38.6,0.28,1,5,5,5.5,53.15,51.26,29.16,69.43,65.25,1,34.74,10,4,3,1,0.33,0.39,1,0,2.32,65.27,56.06,34.8,5,3,3,0.5026,33.92,1,0.03,0,83.0,65.71,56.73,59.47,0,85.59,69.12,68.97,1,0,0,68.15,0.3082,85.24,65.97
EMP209,45,3,Developer,9.57,5,2.41,30,1,86.14,92.63,1,97.55,18,29,3.2,1,2,2.44,51.61,0,8.59,45,96,6,6.02,9,66.17,20.46,13.38,3,1,4,1.32,94.57,37,4.7,2,1,50.0,0,22.59,34.67,1,3.63,2,2,10,6,71.48,0.1094,2.37,0.2548,0.73,0.0209,6.33,11.6,0.1304,0.0526,0.0,10.06,83.55,0,0,5,52.62,0.02,3,0,0,1.5,51.52,143.04,13.48,67.28,38.74,0,19.14,2,0,5,0,0.03,2.27,0,1,1.52,92.16,52.03,55.26,6,4,1,0.3797,26.23,0,0.0,0,89.36,54.92,75.14,31.72,3,37.13,59.08,87.88,2,0,2,37.42,0.3883,69.21,46.87
EMP210,42,3,Senior Developer,7.75,6,2.89,45,3,68.8,77.46,3,88.74,5,31,5.15,1,12,9.22,86.31,1,5.47,36,65,10,5.01,16,79.78,22.34,-2.11,12,2,3,3.91,85.65,245,6.31,8,8,100.0,0,30.0,40.36,3,10.48,1,0,2,3,46.83,0.2619,6.0,1.1887,0.99,0.172,7.33,9.17,0.2703,0.1667,0.0,8.23,98.13,0,0,4,43.57,0.26,1,0,0,9.0,85.5,249.6,37.73,50.51,67.91,2,45.52,1,0,13,2,0.15,1.15,1,0,2.65,93.35,53.56,70.34,4,2,1,1.3512,24.16,4,0.0,1,51.87,82.73,72.14,42.89,1,75.0,58.48,43.54,0,0,0,53.22,0.3242,83.94,73.72
EMP211,38,4,Senior Developer,8.16,5,4.54,45,1,89.56,86.76,1,88.23,28,20,9.73,2,2,2.18,62.32,0,6.97,11,23,3,11.3,8,55.16,18.7,26.14,5,1,5,2.61,79.54,81,7.32,5,3,60.0,0,30.0,39.13,1,2.23,3,2,8,6,82.31,0.125,0.38,0.2669,0.69,0.0736,6.33,4.8,0.25,0.069,0.0,9.06,91.48,0,0,5,74.22,0.06,0,0,0,3.5,81.34,72.2,19.35,77.83,73.96,2,60.91,4,1,4,0,1.27,2.96,1,0,6.56,92.8,89.68,63.0,1,3,2,0.2732,35.37,1,0.06,0,72.68,83.86,66.16,78.42,4,35.78,47.08,68.96,3,2,0,44.34,0.0846,88.51,59.44
EMP212,35,4,Manager,10.53,5,1.7,45,3,92.1,83.26,0,90.42,11,16,23.73,0,8,6.39,90.79,0,8.5,17,38,3,7.95,8,64.42,14.71,20.87,0,0,0,0.0,0.0,0,0.0,3,2,66.67,0,7.55,48.85,1,4.0,3,1,2,7,82.26,0.1034,1.42,0.6068,0.0,0.038,5.0,5.0,0.1667,0.0,0.0,10.87,77.05,0,1,3,44.09,0.66,0,0,0,2.0,74.53,110.87,13.58,17.13,61.93,1,41.1,2,0,0,0,0.35,0.28,2,0,16.59,66.83,78.77,65.13,2,4,1,0.38,16.44,0,0.46,1,88.9,68.82,74.93,39.18,0,38.24,60.66,32.81,3,2,1,44.11,0.3684,63.94,4.83
EMP213,40,13,QA Engineer,8.43,5,0.61,45,2,71.71,97.34,2,85.74,10,45,2.92,0,2,2.31,93.09,0,7.22,37,80,7,3.89,13,53.44,22.85,23.71,0,0,0,0.0,0.0,0,0.0,3,2,66.67,0,8.34,42.1,1,4.94,1,0,5,3,66.39,0.1458,3.36,0.2741,0.0,0.0475,5.33,10.0,0.1842,0.0,0.0,8.55,95.61,1,0,5,72.77,0.33,0,0,0,2.0,71.53,257.11,33.62,82.66,47.35,1,66.83,0,0,0,0,0.18,0.81,0,0,1.39,75.1,58.31,45.21,6,3,2,0.5858,39.81,0,0.32,2,92.81,72.34,37.95,62.06,7,61.45,63.02,65.07,0,1,1,38.61,0.0,91.13,6.59
